,title,year,critic_score,people_score,type,genre,rating,original_language,box_office_(gross_usa),runtime,director,producer,writer,crew,original_language,Origin/Ethnicity,color
296,Young Frankenstein,1974,94,92.0,Horror,comedy,PG,English,,1h 45m,Mel Brooks,['Michael Gruskoff'],"['Gene Wilder', ' Mel Brooks']","['Gene Wilder', ' Peter Boyle', ' Cloris Leachman', ' Marty Feldman', ' Madeline Kahn', ' Teri Garr', ' Kenneth Mars', ' Gene Hackman', ' Richard Haydn', ' Liam Dunn', ' Mel Brooks', ' Gene Wilder', ' Mel Brooks', ' Michael Gruskoff', ' Gerald Hirschfeld', ' John C. Howard', ' Jane Feinberg', ' Mike Fenton', ' Dale Hennesy']",English,American,red
297,Drag Me to Hell,2009,92,62.0,Horror,"horror, mystery and thriller",PG-13 (Language|Disturbing Images|Sequences of Horror Violence|Terror),English,$42.1M,1h 39m,Sam Raimi,"['Rob Tapert', ' Grant Curtis']","['Sam Raimi', ' Ivan Raimi']","['Alison Lohman', ' Justin Long', ' Lorna Raver', ' Dileep Rao', ' David Paymer', ' Adriana Barraza', ' Chelcie Ross', ' Reggie Lee', ' Molly Cheek', ' Bojana Novakovic', ' Sam Raimi', ' Sam Raimi', ' Ivan Raimi', ' Rob Tapert', ' Grant Curtis', ' Nathan Kahane', ' Joe Drake', ' Peter Deming', ' Steve Saklad', ' Bob Murawski']",English,American,red
298,House of Wax,1953,95,73.0,Horror,horror,PG,English,,1h 28m,Andre de Toth,['Bryan Foy'],"['Charles Belden', ' Crane Wilbur']","['Vincent Price', ' Frank Lovejoy', ' Phyllis Kirk', ' Carolyn Jones', ' Paul Picerni', ' Roy Roberts', ' Paul Cavanagh', ' Dabbs Greer', ' Charles Buchinsky', ' Andre de Toth', ' Crane Wilbur', ' Bryan Foy', ' David Buttolph', ' Bert Glennon', ' J. Peverell Marley', ' Stanley Fleischer', ' Howard Shoup']",English,American,red
299,The Fly,1958,95,71.0,Horror,"sci fi, horror",,English,,1h 34m,Kurt Neumann,"['Kurt Neumann', ' Robert L. Lippert']",['James Clavell'],"['Al Hedison', ' Patricia Owens', ' Vincent Price', ' Herbert Marshall', ' Kathleen Freeman', ' Betty Lou Gerson', ' Charles Herbert', ' Eugene Borden', ' Torben Meyer', ' Harry Carter', ' Kurt Neumann', ' George Langelaan', ' James Clavell', ' Kurt Neumann', ' Robert L. Lippert', ' Paul Sawtell', ' Karl Struss', ' Merrill G. White']",English,American,red
300,Dracula,1931,94,81.0,Horror,horror,,English,,1h 15m,Tod Browning,"['Tod Browning', ' Carl Laemmle Jr.']","['John L. Balderston', ' Garrett Fort', ' Dudley Murphy', ' Bram Stoker']","['Bela Lugosi', ' Edward Van Sloan', ' Dwight Frye', ' David Manners', ' Herbert Bunston', ' Frances Dade', ' Helen Chandler', ' Charles K. Gerrard', ' Tod Browning', ' John L. Balderston', ' Garrett Fort', ' Dudley Murphy', ' Bram Stoker', ' Tod Browning', ' Carl Laemmle Jr.', ' Philip Glass', ' Karl Freund', ' Milton Carruth']",English,American,red
301,Carrie,1976,93,77.0,Horror,horror,R,English,,1h 38m,Brian De Palma,"['Brian De Palma', ' Paul Monash']",['Lawrence D. Cohen'],"['Sissy Spacek', ' Piper Laurie', ' William Katt', ' Amy Irving', ' John Travolta', ' Nancy Allen', ' Betty Buckley', ' P.J. Soles', ' Sydney Lassick', ' Stefan Gierasch', ' Brian De Palma', ' Lawrence D. Cohen', ' Stephen King', ' Brian De Palma', ' Paul Monash', ' Louis A. Stroller', ' Merrit Malloy', ' Merrit Malloy', ' Mario Tosi']",English,American,red
302,The Evil Dead,1981,95,84.0,Horror,horror,NC-17,English,,1h 25m,Sam Raimi,['Robert Tapert'],['Sam Raimi'],"['Bruce Campbell', ' Ellen Sandweiss', ' Betsy Baker', ' Hal Delrich', ' Sarah York', ' Sam Raimi', ' Sam Raimi', ' Bruce Campbell', ' Sam Raimi', ' Robert Tapert', ' Robert Tapert', ' Joseph LoDuca', ' Tim Philo', ' Edna Ruth Paul']",English,American,red
303,The Innocents,1961,94,86.0,Horror,horror,,English,,1h 40m,Jack Clayton,['Jack Clayton'],"['William Archibald', ' Truman Capote']","['Deborah Kerr', ' Martin Stephens', ' Pamela Franklin', ' Michael Redgrave', ' Peter Wyngarde', ' Megs Jenkins', ' Clytie Jessop', ' Isla Cameron', ' Eric Woodburn', ' Jack Clayton', ' William Archibald', ' Truman Capote', ' John Mortimer', ' Jack Clayton', ' Georges Auric', ' Freddie Francis', ' James B. Clark', ' Wilfred Shingleton']",English,British,red
304,Dead of Night,1945,93,86.0,Horror,horror,,English (United Kingdom),,1h 44m,"Cavalcanti, Basil Dearden, Robert Hamer, Charles Crichton",['Michael Balcon'],"['John Baines', ' Angus MacPhail']","['Mervyn Johns', ' Michael Redgrave', ' Roland Culver', ' Mary Merrall', ' Frederick Valk', ' Anthony Baird', ' Judy Kelly', ' Miles Malleson', ' Sally Ann Howes', ' Cavalcanti', ' Basil Dearden', ' Robert Hamer', ' Charles Crichton', ' Michael Balcon', ' John Baines', ' Angus MacPhail', ' Georges Auric', ' Stanley Pavey', ' Douglas Slocombe']",English (United Kingdom),British,red
305,Shaun of the Dead,2004,92,93.0,Horror,"comedy, horror",R (Language|Gore|Zombie Violence),English,$13.5M,1h 37m,Edgar Wright,['Nira Park'],"['Simon Pegg', ' Edgar Wright']","['Simon Pegg', ' Kate Ashfield', ' Lucy Davis', ' Nick Frost', ' Dylan Moran', ' Bill Nighy', ' Penelope Wilton', ' Jessica Stevenson', ' Peter Serafinowicz', ' Edgar Wright', ' Simon Pegg', ' Edgar Wright', ' Tim Bevan', ' Eric Fellner', ' Alison Owen', ' Natascha Wharton', ' James Wilson', ' Nira Park', ' Dan Mudford']",English,British,red
306,Train to Busan,2016,94,89.0,Horror,"mystery and thriller, action, horror",,Korean,$2.1M,1h 58m,Yeon Sang-ho,['Lee Dong-ha'],['Yeon Sang-ho'],"['Gong Yoo', ' Ma Dong-seok', ' Choi Woo-sik', ' Eui-sung Kim', ' Su-an Kim', ' Ye Sujeong', ' Gwi-hwa Choi', ' Yeon Sang-ho', ' Yeon Sang-ho', ' Lee Dong-ha', ' Kim Woo-taek']",Korean,South_Korean,red
307,A Nightmare on Elm Street,1984,94,84.0,Horror,horror,R,English,$57.3M,1h 31m,Wes Craven,['Robert Shaye'],['Wes Craven'],"['John Saxon', ' Ronee Blakley', ' Heather Langenkamp', ' Amanda Wyss', ' Johnny Depp', ' Charles Fleischer', ' Robert Englund', ' Joseph Whipp', ' Wes Craven', ' Wes Craven', ' Jacques Haitkin', ' Patrick McMahon', ' Rick Shaine', ' Gregg Fonseca', ' Dana Lyman', ' Robert Shaye']",English,American,red
308,Dawn of the Dead,1978,94,90.0,Horror,horror,,English,,2h 6m,George Romero,,,"['David Emge', ' Ken Foree', ' Gaylen Ross', ' Scott H. Reiniger', ' David Crawford', ' David Early', ' Richard France', ' George Romero']",English,American,red
309,It Comes at Night,2017,87,44.0,Horror,"mystery and thriller, horror",R (Language|Disturbing Images|Violence),English,$14.0M,1h 37m,Trey Edward Shults,"['David Kaplan', ' Andrea Roa']",['Trey Edward Shults'],"['Joel Edgerton', ' Christopher Abbott', ' Carmen Ejogo', ' Riley Keough', ' Kelvin Harrison Jr.', ' Griffin Robert Faulkner', ' David Pendleton', ' Chase Joliet', "" Mick O'Rourke"", ' Trey Edward Shults', ' Trey Edward Shults', ' David Kaplan', ' Andrea Roa', ' Drew Daniels', ' Trey Edward Shults', ' Brian McOmber']",English,American,orange
310,Re-Animator,1985,93,82.0,Horror,"comedy, horror",,English,$2.0M,1h 26m,Stuart Gordon,"['Charles Band', ' Brian Yuzna']","['Stuart Gordon', ' William Norris', ' Dennis Paoli']","['Jeffrey Combs', ' Bruce Abbott', ' Barbara Crampton', ' David Gale', ' Robert Sampson', ' Gerry Black', ' Carolyn Purdy-Gordon', ' Peter Kent', ' Barbara Pieters', ' Ian Patrick Williams', ' Stuart Gordon', ' Stuart Gordon', ' Dennis Paoli', ' Bruce William Curtis', ' Charles Band', ' Brian Yuzna']",English,American,red
311,Don't Breathe,2016,88,78.0,Horror,"horror, mystery and thriller",R (Language|Disturbing Content|Sexual References|Terror|Violence),English,$89.2M,1h 28m,Fede Alvarez,"['Sam Raimi', ' Rob Tapert', ' Fede Alvarez']","['Fede Alvarez', ' Rodo Sayagues']","['Jane Levy', ' Dylan Minnette', ' Daniel Zovatto', ' Stephen Lang', ' Emma Bercovici', ' Christian Zagia', ' Katia Bokor', ' Sergej Onopko', ' Fede Alvarez', ' Fede Alvarez', ' Rodo Sayagues', ' Sam Raimi', ' Rob Tapert', ' Fede Alvarez', ' Nathan Kahane', ' Joe Drake', ' Erin Westerman', ' J.R. Young']",English,American,red
312,What Ever Happened to Baby Jane?,1962,92,92.0,Horror,"mystery and thriller, horror",,English,,2h 12m,,['Robert Aldrich'],,"['Bette Davis', ' Joan Crawford', ' Victor Buono', ' Marjorie Bennett', ' Maidie Norman', ' Dave Willock', ' Anne Barton', ' Barbara D. Merrill', ' Robert Aldrich', ' Kenneth Hyman', ' Frank De Vol', ' Michael Andersen', ' Ernest Haller', ' Michael Luciano', ' William Glasgow', ' George Sawley']",English,American,red
313,The Phantom of the Opera,1925,90,84.0,Horror,horror,,,,1h 33m,Rupert Julian,['Carl Laemmle'],,"['Mary Philbin', ' Norman Kerry', ' Arthur Edmund Carewe', ' Gibson Gowland', ' John Sainpolis', ' Snitz Edwards', ' Virginia Pearson', ' Mary Fabian', ' Edith Yorke', ' Rupert Julian', ' Gaston Leroux', ' Bernard McConville', ' Gilmore Walker', ' Ben Carré', ' Elmer Sheeley', ' Russell A. Gausman']",,American,red
314,The Wolf Man,1941,90,80.0,Horror,horror,,English,,1h 10m,George Waggner,['George Waggner'],['Curt Siodmak'],"['Lon Chaney', ' Claude Rains', ' Ralph Bellamy', ' Evelyn Ankers', ' Warren William', ' Patric Knowles', ' Maria Ouspenskaya', ' Bela Lugosi', ' Fay Helm', ' Forrester Harvey', ' George Waggner', ' Curt Siodmak', ' Jack J. Gross', ' George Waggner', ' Charles Previn', ' Hans J. Salter', ' Joseph A. Valentine', ' Ted Kent', ' Jack Otterson']",English,American,red
315,Eraserhead,1977,90,83.0,Horror,horror,,English,,1h 30m,David Lynch,['David Lynch'],['David Lynch'],"['John Nance', ' Charlotte Stewart', ' Allen Joseph', ' Jeanne Bates', ' Judith Roberts', ' Laurel Near', ' Jack Fisk', ' Jean Lange', ' David Lynch', ' David Lynch', ' David Lynch', ' Fred Baker', ' David Lynch', ' Herbert Cardwell', ' Frederick Elmes', ' David Lynch', ' David Lynch', ' David Lynch']",English,American,red
316,The Texas Chain Saw Massacre,1974,89,82.0,Horror,"mystery and thriller, horror",R,English,,1h 23m,Tobe Hooper,['Tobe Hooper'],,"['Marilyn Burns', ' Gunnar Hansen', ' Allen Danziger', ' Paul A. Partain', ' William Vail', ' Teri McMinn', ' Edwin Neal', ' Jim Siedow', ' John Dugan', ' Perry Lorenz', ' Tobe Hooper', ' Sallye Richardson', ' Jay Parsley', ' Tobe Hooper', ' Kim Henkel', ' Daniel Pearl', ' Larry Carroll', ' Robert A. Burns', ' Wayne Bell']",English,American,red
317,The Witches,1990,93,70.0,Horror,"kids and family, adventure, fantasy",PG,English,$8.7M,1h 31m,Nicolas Roeg,['Mark Shivas'],['Allan Scott'],"['Anjelica Huston', ' Mai Zetterling', ' Jasen Fisher', ' Rowan Atkinson', ' Bill Paterson', ' Brenda Blethyn', ' Jane Horrocks', ' Anne Lambton', ' Sukie Smith', ' Rose English', ' Nicolas Roeg', ' Allan Scott', ' Roald Dahl', ' Jim Henson', ' Mark Shivas', ' Stanley Myers', ' Harvey Harrison', ' Tony Lawson', ' Celestia Fox']",English,American,red
318,Arachnophobia,1990,93,54.0,Horror,"mystery and thriller, comedy",PG-13,English,$53.2M,1h 49m,Frank Marshall,"['Kathleen Kennedy', ' Richard Vane']","['Don Jakoby', ' Al Williams', ' Wesley Strick']","['Jeff Daniels', ' Harley Jane Kozak', ' John Goodman', ' Julian Sands', ' Stuart Pankin', ' Brian McNamara', ' Mark L. Taylor', ' Henry Jones', ' Peter Jason', ' James Handy', ' Frank Marshall', ' Kathleen Kennedy', ' Richard Vane', ' Don Jakoby', ' Al Williams', ' Wesley Strick', ' Mikael Salomon', ' Trevor Jones']",English,American,orange
319,Dr. Jekyll and Mr. Hyde,1931,90,80.0,Horror,horror,,English,,1h 37m,Rouben Mamoulian,['Rouben Mamoulian'],,"['Fredric March', ' Miriam Hopkins', ' Rose Hobart', ' Holmes Herbert', ' Halliwell Hobbs', ' Edgar Norton', ' Arnold Lucy', ' Tempe Pigott', ' Eric Wilton', ' Douglas Walton', ' Rouben Mamoulian', ' Rouben Mamoulian']",English,American,red
320,The Mummy,1932,88,72.0,Horror,horror,,English,,1h 12m,Karl Freund,['Carl Laemmle Jr.'],"['Nina Wilcox Putnam', ' Richard Schayer', ' John L. Balderston']","['Boris Karloff', ' Zita Johann', ' David Manners', ' Edward Van Sloan', ' Arthur Byron', ' Bramwell Fletcher', ' Noble Johnson', ' Leonard Mudie', ' Katherine Byron', ' Karl Freund', ' Nina Wilcox Putnam', ' Richard Schayer', ' John L. Balderston', ' Carl Laemmle Jr.', ' Milton Carruth']",English,American,red
321,Let Me In,2010,88,76.0,Horror,horror,R (Language|A Brief Sexual Situation|Strong Bloody Horror Violence),English,$12.1M,1h 55m,Matt Reeves,"['Donna Gigliotti', ' Alex Brunner', ' Simon Oakes', ' Tobin Armbrust', ' Guy East', ' John Nordling', ' Carl Molinder']",['Matt Reeves'],"['Kodi Smit-McPhee', ' Chloë Grace Moretz', ' Richard Jenkins', ' Cara Buono', ' Elias Koteas', ' Sasha Barrese', ' Dylan Kenin', ' Chris Browning', ' Ritchie Coster', ' Dylan Minnette', ' Matt Reeves', ' Matt Reeves', ' Donna Gigliotti', ' Alex Brunner', ' Simon Oakes', ' Tobin Armbrust', ' Guy East', ' John Nordling', ' Carl Molinder', ' Nigel Sinclair']",English,American,red
322,Island of Lost Souls,1933,88,82.0,Horror,horror,,English,,1h 10m,Erle C. Kenton,,"['Waldemar Young', ' Philip Wylie']","['Charles Laughton', ' Bela Lugosi', ' Richard Arlen', ' Leila Hyams', ' Kathleen Burke', ' Arthur Hohl', ' Stanley Fields', ' Paul Hurst', ' Hans Steinke', ' Tetsu Komai', ' Erle C. Kenton', ' Waldemar Young', ' Philip Wylie', ' Karl Struss', ' Hans Dreier']",English,American,red
323,Frenzy,1972,90,77.0,Horror,mystery and thriller,R,English,,1h 56m,Alfred Hitchcock,['Alfred Hitchcock'],['Anthony Shaffer'],"['Jon Finch', ' Barry Foster', ' Barbara Leigh-Hunt', ' Anna Massey', ' Alec McCowen', ' Vivien Merchant', ' Billie Whitelaw', ' Jean Marsh', ' Bernard Cribbins', ' Michael Bates', ' Alfred Hitchcock', ' Arthur La Bern', ' Anthony Shaffer', ' Alfred Hitchcock', ' Gilbert Taylor', ' Leonard J. South', ' John Jympson']",English,British,red
324,Misery,1990,90,90.0,Horror,"mystery and thriller, horror",R,English,$54.7M,1h 47m,Rob Reiner,"['Rob Reiner', ' Andrew Scheinman']",,"['James Caan', ' Kathy Bates', ' Frances Sternhagen', ' Richard Farnsworth', ' Lauren Bacall', ' Graham Jarvis', ' J.T. Walsh', ' June Christopher', ' Rob Reiner', ' Rob Reiner', ' Andrew Scheinman', ' Jeffrey Stott', ' Steve Nicolaides', ' Marc Shaiman', ' Barry Sonnenfeld', ' Janet Hirshenson', ' Jane Jenkins']",English,American,red
325,The Wicker Man,1973,89,82.0,Horror,"mystery and thriller, horror",R,English,$60.9K,1h 42m,Robin Hardy,['Peter Snell'],['Anthony Shaffer'],"['Edward Woodward', ' Christopher Lee', ' Britt Ekland', ' Diane Cilento', ' Lindsay Kemp', ' Ingrid Pitt', ' Roy Boyd', ' Donald Eccles', ' Robin Hardy', ' Anthony Shaffer', ' Peter Snell', ' Paul Giovanni', ' Harry Waxman', ' Eric Boyd-Perkins', ' Seamus Flannery']",English,American,red
326,Little Shop of Horrors,1986,90,79.0,Horror,"comedy, musical",PG-13,English,$36.5M,1h 33m,Frank Oz,['David Geffen'],"['Charles B. Griffith', ' Howard Ashman']","['Rick Moranis', ' Ellen Greene', ' Steve Martin', ' Vincent Gardenia', ' Tichina Arnold', ' Tisha Campbell', ' Michelle Weeks', ' James Belushi', ' John Candy', ' Christopher Guest', ' Frank Oz', ' Charles B. Griffith', ' Howard Ashman', ' David Geffen', ' Miles Goodman', ' Alan Menken', ' Robert Paynter', ' John Jympson', ' Margery Simkin', ' Roy Walker']",English,American,red
327,28 Days Later,2002,87,85.0,Horror,"sci fi, horror",R (Nudity|Language|Strong Gore|Strong Violence),English,$45.1M,1h 52m,Danny Boyle,['Andrew Macdonald'],,"['Cillian Murphy', ' Noah Huntley', ' Naomie Harris', ' Brendan Gleeson', ' Megan Burns', ' Christopher Eccleston', ' Marvin Campbell', ' Sanjay Rambaruth', ' Ray Panthaki', ' Junior Laniyan', ' Danny Boyle', ' Alex Garland', ' Andrew Macdonald', ' Anthony Dod Mantle', ' Mark Tildesley', ' Rachael Fleming', ' Chris Gill', ' Gail Stevens']",English,British,red
328,Hush,2016,93,73.0,Horror,"mystery and thriller, horror",R (Some Language|Terror|Strong Violence),English,,1h 27m,Mike Flanagan,"['Jason Blum', ' Trevor Macy']","['Mike Flanagan', ' Kate Siegel']","['John Gallagher Jr.', ' Kate Siegel', ' Michael Trucco', ' Samantha Sloyan', ' Emma Graves', ' Mike Flanagan', ' Mike Flanagan', ' Kate Siegel', ' Jason Blum', ' Trevor Macy', ' Jeanette Brill', ' Kate Lumpkin', ' Couper Samuelson', ' The Newton Brothers']",English,American,red
329,E.T. the Extra-Terrestrial,1982,98,72.0,Kids & Family,"kids and family, adventure, sci fi",PG,English,$435.1M,1h 55m,Steven Spielberg,"['Steven Spielberg', ' Kathleen Kennedy']",['Melissa Mathison'],"['Henry Thomas', ' Dee Wallace', ' Peter Coyote', ' Drew Barrymore', ' Tom Howell', ' Robert MacNaughton', ' K.C. Martel', ' Sean Frye', ' Steven Spielberg', ' Steven Spielberg', ' Kathleen Kennedy', ' Melissa Mathison', ' Allen Daviau', ' Carol Littleton', ' James D. Bissell', ' Marci Liroff']",English,American,red
330,Babe,1995,97,67.0,Kids & Family,"comedy, fantasy, drama, kids and family",G,English (Australia),$63.6M,1h 34m,Chris Noonan,"['Bill Miller', ' George Miller', ' Doug Mitchell']","['Dick King-Smith', ' George Miller', ' Chris Noonan']","['James Cromwell', ' Magda Szubanski', ' Hugo Weaving', ' Mary Acres', ' Marshall Napier', ' Christine Cavanaugh', ' Miriam Margolyes', ' Chris Noonan', ' George Miller', ' Chris Noonan', ' George Miller', ' Doug Mitchell', ' Andrew Lesnie', "" Marcus D'Arcy""]",English (Australia),American,red
331,My Fair Lady,1964,95,90.0,Kids & Family,musical,G,English,$447.6K,2h 50m,George Cukor,"['James C. Katz', ' Jack L. Warner']",,"['Audrey Hepburn', ' Rex Harrison', ' Stanley Holloway', ' Wilfrid Hyde-White', ' Gladys Cooper', ' Jeremy Brett', ' Theodore Bikel', ' Isobel Elsom', ' Mona Washbourne', ' John Alderson', ' George Cukor', ' Alan Jay Lerner', ' James C. Katz', ' Jack L. Warner', ' Frederick Loewe', ' William H. Ziegler', ' Cecil Beaton', ' Gene Allen', ' George James Hopkins']",English,American,red
332,Hugo,2011,93,78.0,Kids & Family,"drama, adventure, fantasy",PG (Smoking|Mild Thematic Material|Some Action/Peril),English,$73.8M,2h 6m,Martin Scorsese,"['Graham King', ' Tim Headington', ' Martin Scorsese', ' Johnny Depp']",['John Logan'],"['Ben Kingsley', ' Sacha Baron Cohen', ' Asa Butterfield', ' Chloë Grace Moretz', ' Ray Winstone', ' Emily Mortimer', ' Christopher Lee', ' Helen McCrory', ' Michael Stuhlbarg', ' Frances de la Tour', ' Martin Scorsese', ' John Logan', ' Graham King', ' Tim Headington', ' Martin Scorsese', ' Johnny Depp', ' Emma Tillinger Koskoff', ' David Crockett', ' Georgia Kacandes', ' Christi Dembrowski']",English,American,red
333,Enchanted,2007,93,80.0,Kids & Family,"kids and family, romance, musical, fantasy",PG (Some Scary Images|Mild Innuendo),English,$127.7M,1h 48m,Kevin Lima,"['Barry Sonnenfeld', ' Barry Josephson']",['Bill Kelly'],"['Amy Adams', ' Patrick Dempsey', ' James Marsden', ' Timothy Spall', ' Idina Menzel', ' Rachel Covey', ' Susan Sarandon', ' Julie Andrews', ' Kevin Lima', ' Bill Kelly', ' Barry Sonnenfeld', ' Barry Josephson', ' Alan Menken', ' Chris Chase', ' Ezra Swerdlow', ' Don Burgess']",English,American,red
334,The Straight Story,1999,95,91.0,Kids & Family,drama,G,English,$6.2M,1h 51m,David Lynch,"['Neal Edelstein', ' Mary Sweeney']","['John Roach', ' Mary Sweeney']","['Richard Farnsworth', ' Sissy Spacek', ' Jane Galloway Heitz', ' Everett McGill', ' Jennifer Edwards-Hughes', ' Barbara Robertson', ' John Farley', ' John Lordan', ' Harry Dean Stanton', ' David Lynch', ' John Roach', ' Mary Sweeney', ' Pierre Edelman', ' Neal Edelstein', ' Michael Polaire', ' Mary Sweeney', ' Angelo Badalamenti', ' Freddie Francis', ' Mary Sweeney']",English,American,red
335,Harry Potter and the Prisoner of Azkaban,2004,90,86.0,Kids & Family,"adventure, fantasy, kids and family",PG (Frightening Moments|Creature Violence|Mild Language),English,$249.4M,2h 21m,Alfonso Cuarón,"['Chris Columbus', ' David Heyman', ' Mark Radcliffe']",['Steve Kloves'],"['Daniel Radcliffe', ' Rupert Grint', ' Emma Watson', ' Gary Oldman', ' David Thewlis', ' Michael Gambon', ' Alan Rickman', ' Maggie Smith', ' Robbie Coltrane', ' Tom Felton', ' Alfonso Cuarón', ' Chris Columbus', ' David Heyman', ' Mark Radcliffe', ' J.K. Rowling', ' Steve Kloves', ' Michael Barnathan', ' Michael Seresin', ' Steven Weisberg']",English,American,red
336,Pete's Dragon,2016,88,72.0,Kids & Family,"kids and family, adventure, fantasy",PG (Brief Language|Action|Peril),English,$555,1h 43m,David Lowery,['James Whitaker'],"['David Lowery', ' Toby Halbrooks', ' Malcolm Marmorstein']","['Bryce Dallas Howard', ' Oakes Fegley', ' Wes Bentley', ' Karl Urban', ' Oona Laurence', ' Robert Redford', ' Isiah Whitlock Jr.', ' Marcus Henderson', ' Phil Grieve', ' David Lowery', ' David Lowery', ' Toby Halbrooks', ' James Whitaker', ' Barrie M. Osborne', ' Bojan Bazelli', ' Lisa Zeno Churgin', ' Daniel Hart', ' Jade Healy', ' Malcolm Marmorstein']",English,American,red
